RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,SpecCodeType,SpecCode,SpecVal,Sex,TotalNo,CatIdentifier,NoMeas,SubFactor,SubWgt,CatCatchWgt,LngtCode,LngtClass,HLNoAtLngt
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,330,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,320,12
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,310,7
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,300,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,260,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,270,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,280,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,290,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,250,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,420,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,390,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,400,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,410,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,380,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,370,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,340,12
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,360,8
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG101 ,3,2012,W,126438,1,-9,115,1,115,1,34820,34820,. ,350,11
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,230,24
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,250,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,240,18
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,210,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,220,13
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,200,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,190,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,180,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,170,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,160,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,150,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,290,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,280,13
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,270,8
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,260,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,300,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,310,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,14,4,2012,W,126438,1,-9,260.99,1,126,2.0714,14250,29517,. ,330,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,330,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,320,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,310,16
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,300,26
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,260,34
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,270,39
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,280,26
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,290,17
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,180,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,240,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,250,15
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,230,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,340,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,55,I2,P ,MB45  ,5,2012,W,126438,1,-9,1321.11,1,198,6.6723,38280,255414,. ,360,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,350,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,340,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,420,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,250,10
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,240,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,290,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,280,16
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,270,24
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,260,25
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,300,11
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,310,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,320,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,18,6,2012,W,126438,1,-9,270.77,1,129,2.099,24554,51538,. ,330,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,330,8
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,320,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,310,7
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,300,18
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,260,23
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,270,20
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,280,13
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,290,12
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,240,11
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,250,10
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,340,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,230,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,350,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,360,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,SC552 ,7,2012,W,126438,1,-9,274.09,1,138,1.9862,27224,54072,. ,370,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,380,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,410,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,360,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,350,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,230,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,340,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,250,32
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,240,11
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,220,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,290,25
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,280,32
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,270,41
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,260,32
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,300,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,310,11
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,320,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,26,8,2012,W,126438,1,-9,420.32,1,215,1.955,42284,82664,. ,330,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,330,10
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,320,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,310,7
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,300,12
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,260,13
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,270,16
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,280,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,290,14
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,250,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,340,8
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,350,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,360,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,400,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,390,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,370,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,420,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG102 ,9,2012,W,126438,1,-9,212.63,1,116,1.833,30175,55312,. ,430,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,420,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,370,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,380,5
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,390,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,410,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,360,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,350,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,340,7
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,250,10
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,240,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,290,19
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,280,21
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,270,20
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,260,18
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,300,10
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,310,15
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,320,15
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,28,11,2012,W,126438,1,-9,161,1,161,1,40740,40740,. ,330,7
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,R217  ,13,2012,W,126438,1,-9,1,1,1,1,454,454,. ,380,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,R213  ,14,2012,W,126438,1,-9,2,1,2,1,1508,1508,. ,450,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,R213  ,14,2012,W,126438,1,-9,2,1,2,1,1508,1508,. ,440,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,MB23  ,16,2012,W,126438,1,-9,7,1,7,1,3503,3503,. ,460,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,MB23  ,16,2012,W,126438,1,-9,7,1,7,1,3503,3503,. ,420,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,MB23  ,16,2012,W,126438,1,-9,7,1,7,1,3503,3503,. ,430,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,MB23  ,16,2012,W,126438,1,-9,7,1,7,1,3503,3503,. ,370,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,MB23  ,16,2012,W,126438,1,-9,7,1,7,1,3503,3503,. ,340,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,MB23  ,16,2012,W,126438,1,-9,7,1,7,1,3503,3503,. ,360,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,MB23  ,16,2012,W,126438,1,-9,7,1,7,1,3503,3503,. ,270,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG118 ,17,2012,W,126438,1,-9,5,1,5,1,2560,2560,. ,360,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG118 ,17,2012,W,126438,1,-9,5,1,5,1,2560,2560,. ,380,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG118 ,17,2012,W,126438,1,-9,5,1,5,1,2560,2560,. ,400,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG118 ,17,2012,W,126438,1,-9,5,1,5,1,2560,2560,. ,420,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,420,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,390,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,380,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,370,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,360,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,350,12
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,340,7
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,230,17
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,270,18
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,260,29
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,280,14
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,290,13
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,330,9
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,320,10
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,310,11
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,300,16
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,240,22
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,250,23
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,220,16
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,210,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,2,18,2012,W,126438,1,-9,235,1,235,1,45137,45137,. ,200,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,360,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,350,4
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,340,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,230,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,370,8
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,380,3
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,390,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,400,1
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,420,2
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,330,6
HL,IE-IGFS,4,IRL,CEXP,GOV   ,110,I2,P ,FG144 ,20,2012,W,126438,1,-9,63,1,63,1,20349,20349,. ,320,8
